ID,Anzahl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Siegen-Wittgenstein,11,"Klein, Volkmar (CDU - MdB, Dipl.-Volkswirt - Burbach)","Licina-Bode, Luiza (SPD - Beamtin - Bad Laasphe)","Müller, Guido (FDP - selbst. PR-Berater - Siegen)","Zoz, Henning (AfD - Unternehmer - Freudenberg)","Kraft, Laura Manuela (GRÜNE - wiss. Mitarbeiterin - Siegen)","Büdenbender, Ekkard (DIE LINKE - Arbeiter - Netphen)","Wied, Tobias (Die PARTEI - Auszubildender - Bad Laasphe)","Linde, Horst Günter (FREIE WÄHLER - Beamter - Bad Berleburg)","Weber, Hubert (dieBasis - staatl. geprüfter Techniker Elektrotechnik und Gebäudemanagement - Netphen)","Berg, Inka Nicole Sonja (Volt - Angestellte - Siegen)","Meister, Roland Matthäus (Einzelbewerbung - Rechtsanwalt - Essen)",null,null,null,null,null,null,null
Olpe – Märkischer Kreis I,9,"Müller, Florian Matthias (CDU - Strategiereferent - Drolshagen)","Baradari, Nezahat (SPD - MdB, Fachärztin Kinder- und Jugendmedizin - Attendorn)","Vogel, Johannes (FDP - Politikwissenschaftler - Berlin)","Heger, Klaus (AfD - kaufm. Leiter - Wenden)","Thamm, Holger (GRÜNE - Dipl.-Ingenieur - Olpe)","Ersching, Otto (DIE LINKE - Werkzeugkonstrukteur - Lüdenscheid)","Dieckmann, Sabrina (FREIE WÄHLER - Angestellte - Iserlohn)","Prevorcic, Engelbert Antonius (DKP - Schreiner - Lennestadt)","Welz, Dagmar Bärbel (dieBasis - selbstständig - Lüdenscheid)",null,null,null,null,null,null,null,null,null
Märkischer Kreis II,9,"Ziemiak, Paul (CDU - MdB, Generalsekretär - Iserlohn)","Lugk, Bettina (SPD - Geowissenschaftlerin - Iserlohn)","Lipproß, Jochen (FDP - Dipl.-Agraringenieur - Hemer)","Bläsing, Daniel (AfD - Vertriebsmitarbeiter für Bedachungsartikel - Iserlohn)","Stuckmann, Ingo (GRÜNE - Geschäftsführer - Mülheim an der Ruhr)","Thomas-Lienkämper, Michael Martin (DIE LINKE - Dipl.-Sozialarbeiter - Werdohl)","Siethoff, Michael (Tierschutzpartei - Kommunalbeamter - Iserlohn)","Herbers, Hans Immanuel (FREIE WÄHLER - Pfarrer - Iserlohn)","Radtke, Stefan (dieBasis - techn. Angestellter - Herscheid)",null,null,null,null,null,null,null,null,null
Nordsachsen,12,"Bochmann, René (AfD - Bürokaufmann - Bad Düben)","Schenderlein, Dr. Christiane (CDU - Mitglied des Landtages - Taucha)","Rubach, Philipp Johannes (DIE LINKE - Lehrer Sonderpädagogik - Leipzig)","Kleinke, Rüdiger Bernd Alfred (SPD - Geschäftsführer - Delitzsch)","Richter, Martin Max (FDP - Berufssoldat - Leipzig)","Korn, Denis (GRÜNE - Kaufmann - Oschatz)","Gutjahr, Karsten (Die PARTEI - Mathematiker - Taucha)","Daiser, Chris (FREIE WÄHLER - Sachbearbeiter - Eilenburg)","Strenger, Uta (ÖDP - Informatikerin - Trossin)","Klinger, Doreen (dieBasis - Dipl.-Ingenieurin (FH) - Eilenburg)","Asmus, Sven (Einzelbewerbung - Angestellter - Naundorf)","Oschkinat, Sandro (Einzelbewerbung - Gastwirt - Mockrehna)",null,null,null,null,null,null
Leipzig I,16,"Neumann, Christoph (AfD - Mitglied des Deutschen Bundestages - Leipzig)","Lehmann, Jens (CDU - Erzieher - Leipzig)","Treu, Nina Sophie (DIE LINKE - Politikwissenschaftlerin, Projektkoordinatorin - Leipzig)","Mann, Holger (SPD - Mitglied des Landtages - Leipzig)","Hobusch, René (FDP - Rechtsanwalt - Leipzig)","Müser, Marie Rose (GRÜNE - Studentin - Leipzig)","Subat, Katharina Christina (Die PARTEI - Mutter - Leipzig)","Weidinger, Thomas (FREIE WÄHLER - Rechtsanwalt - Markkleeberg)","Wehemeyer-Blum, Rahel (ÖDP - Auszubildende zur Erzieherin - Leipzig)","Kimmerle, Gudrun (MLPD - Heilerziehungspflegerin - Leipzig)","Cherki, Kerry Charles (dieBasis - Dipl.-Betriebswirt - Leipzig)","Weidner, Kristina (Die Humanisten - med. Fachangestellte - Leipzig)","Härtlein, Ronald (Einzelbewerbung - Geschäftsführer - Leipzig)","Hummitzsch, Karl-Heinz (Einzelbewerbung - IT-Consultant - Oststeinbek)","Kohl, Ralf Detlef (Einzelbewerbung - Angestellter - Leipzig)","Bayer, Martin (Einzelbewerbung - angestellt, Soloselbständiger im Nebenerwerb - Leipzig)",null,null
Leipzig II,14,"Droese, Siegbert Frank (AfD - Mitglied des Deutschen Bundestages - Leipzig)","Heller, Jessica (CDU - Gesundheits- und Krankenpflegerin - Leipzig)","Pellmann, Sören (DIE LINKE - MdB, Grund- und Förderschullehrer - Leipzig)","Sthamer, Nadja (SPD - wiss. Mitarbeiterin - Leipzig)","Jess, Peter (FDP - Zimmerermeister - Leipzig)","Piechotta, Dr. Paula Louise (GRÜNE - Ärztin - Leipzig)","Kumbernuß, Thomas (Die PARTEI - Landmaschinen-Traktoren-Schlosser - Leipzig)","Soudah, André (FREIE WÄHLER - Imker - Leipzig)","Köhler, Thomas (PIRATEN - Rentner - Leipzig)","Kretschmer, Tobias (ÖDP - wiss. Mitarbeiter - Leipzig)","Gäbel, Philipp (MLPD - Lehrer - Leipzig)","Rabold, Matti (dieBasis - Meister für Veranstaltungstechnik, selbstständig - Leipzig)","Lehn, Jonas (Die Humanisten - Ökotoxikologe - Leipzig)","Schöllner, Ulrika (Einzelbewerbung - IT-Consultantin - Dießen am Ammersee)",null,null,null,null
Leipzig-Land,11,"Naujok, Edgar (AfD - Unternehmer - Markranstädt)","von Breitenbuch, Georg-Ludwig (CDU - MdL, Landwirt - Frohburg)","Schramm, Julia Ulrike (DIE LINKE - Angestellte - Berlin)","Mascheck, Franziska (SPD - Sozialarbeiterin - Frohburg)","Winne, Dr. Olaf Christian (FDP - Dipl.-Ing. Elektrotechnik (FH), Geschäftsführer - Markkleeberg)","Vialon, Matthias (GRÜNE - Betriebswirt (FH) - Großpösna)","Küchler, Sabine (Die PARTEI - Auszubildende der Altenpflege - Markkleeberg)","Wendt, Denise Corinna (FREIE WÄHLER - Vertriebsmitarbeiterin - Lossatal)","Vauk, Harald Harry Bernhard (ÖDP - Projektentwickler - Füssen)","Toloczyki, Dr. Christian (dieBasis - selbst. Dipl.-Biologe - Machern)","Zimmet, Daniel (Einzelbewerbung - Angestellter ö. D. - Regis-Breitingen)",null,null,null,null,null,null,null
Meißen,11,"Lenk, Barbara (AfD - Bibliothekarin - Klipphausen)","Fischer, Sebastian (CDU - Küchenmeister - Priestewitz)","Pohle, Markus (DIE LINKE - Koch - Leipzig)","Dzeyk, Stephanie (SPD - Referentin - Klipphausen)","Schmidt Ramos, Johannes (FDP - Immobilienkaufmann - Meißen)","Beese, Karin (GRÜNE - Kommunikationswissenschaftlerin - Berlin)","Bergmann, Theresa (Die PARTEI - Sozialpädagogin - Coswig)","Langerfeld, André (FREIE WÄHLER - Erzieher - Meißen)","Förster, Steffen Frank (ÖDP - Dipl.-Museologe (FH) - Meißen)","Hoppe, Maik (dieBasis - Angestellter - Lommatzsch)","Enge, Uwe (LKR - Angestellter - Riesa)",null,null,null,null,null,null,null
Bautzen I,10,"Hilse, Karsten (AfD - Mitglied des Deutschen Bundestages - Lohsa)","Ermer, Roland Albert (CDU - Bäckermeister - Bernsdorf)","Lay, Caren Nicole (DIE LINKE - Mitglied des Deutschen Bundestages - Bautzen)","Michel, Susanne Kathrin (SPD - Teamleiterin - Kamenz)","Schniebel, Dietrich Matthias (FDP - selbstständig - Elstra)","Mosler, Lukas (GRÜNE - Einkäufer - Hoyerswerda)","Thomas, Steffi (Die PARTEI - Dipl.-Agraringenieurin (FH) - Frankenthal)","Nasdala, Dirk (FREIE WÄHLER - Volljurist - Hoyerswerda)","Trittmacher, Daniela (dieBasis - Angestellte - Malschwitz)","Lehmann, Maik Harald (LKR - Unternehmer - Doberschau-Gaußig)",null,null,null,null,null,null,null,null
Görlitz,10,"Chrupalla, Tino (AfD - Malermeister - Gablenz)","Oest, Florian (CDU - Betriebswirt, Jurist - Görlitz)","Schmidt, Marko (DIE LINKE - Rechts- und Sozialwissenschaftler - Weißwasser/O.L.)","Prause-Kosubek, Harald Holger (SPD - Angestellter - Niesky)","Grüner, Hans Rudolf (FDP - Rechtsanwalt - Zittau)","Jagiela, Annett (GRÜNE - Politikwissenschaftlerin - Görlitz)","Hänchen, Siegmund (FREIE WÄHLER - Versicherungsfachmann - Rothenburg/O.L.)","Heinke, Stefan (dieBasis - Krankenpfleger - Großschweidnitz)","Blickle, Bernhard Hubert (Einzelbewerbung - Heilerziehungspfleger - Dresden)","Twupack, Harald Siegfried (LKR - selbst. IT-Branche - Görlitz)",null,null,null,null,null,null,null,null
Sächsische Schweiz-Osterzgebirge,11,"Janich, Steffen (AfD - Polizeibeamter - Dohma)","Franke-Wöller, Dr. Corinna (CDU - Volljuristin - Pirna)","Hahn, Dr. André (DIE LINKE - Mitglied des Deutschen Bundestages - Gohrisch)","Funke, Fabian (SPD - Internationale Beziehungen (B. A.) - Heidenau)","Jahn, Dirk (FDP - Medizinproduktberater - Glashütte)","Haustein, Nino (GRÜNE - Lehrer - Pirna)","Fröse, Christoph (FREIE WÄHLER - Bürgermeister - Bannewitz)","Zimmermann, Dirk Matthias (ÖDP - Architekt - Bannewitz)","Mauksch, Roberto (dieBasis - Dipl.-Ingenieur (B. A.) - Pirna)","Brähmig, Klaus (Einzelbewerbung - Handwerksmeister - Gohrisch)","Queck, Helga (Einzelbewerbung - Dipl.-Betriebswirtin (FH) - Pirna)",null,null,null,null,null,null,null
Dresden I,15,"Maier, Jens (AfD - MdB, Richter am LG a. D. - Dresden)","Reichel, Dr. Markus (CDU - Dipl.-Mathematiker - Dresden)","Kipping, Katja (DIE LINKE - Slawistin - Dresden)","Nasr, Rasha (SPD - Büroleiterin - Dresden)","Herbst, Torsten (FDP - MdB, Dipl.-Kaufmann (FH) - Dresden)","Saleh, Kassem Taher (GRÜNE - Dipl.-Bauingenieur - Dresden)","Küttner, Robert (Die PARTEI - Industrie- und Baumkletterer, Einzelunternehmer - Dresden)","Henkel, Stephanie (PIRATEN - Informatikerin - Dresden)","Taubert, Markus Peter (ÖDP - Dipl.-Bauingenieur - Dresden)","Ebert, Andrea (MLPD - Facharbeiterin Anlagentechnik - Rabenau)","Grottker, Constanze (dieBasis - Altenpflegerin, arbeitsuchend - Dresden)","Vieweg, Janko (Bündnis C - Mediengestalter - Dresden)","Ritter, Robert (Die Humanisten - Dualer Student - Dresden)","Fuchs, Marcus (Einzelbewerbung - Angestellter - Arnsdorf)","Häupl, Lothar (Einzelbewerbung - Rentner - Dresden)",null,null,null
Dresden II – Bautzen II,16,"Harlaß, Andreas (AfD - Angestellter - Dresden)","Rohwer, Lars (CDU - Bankkaufmann - Dresden)","Lang, Silvio (DIE LINKE - Mitarbeiter Wahlkreisbüro - Dresden)","Schumann, Stephan (SPD - Jurist - Dresden)","Müller, Dr. Silke (FDP - Fachärztin Allgemeinmedizin - Dresden)","Spellerberg, Merle (GRÜNE - Studentin internationale Beziehungen - Dresden)","Brock, Charlotte (Die PARTEI - Privatière - Dresden)","Lemke, Korvin (FREIE WÄHLER - ERP-Berater - Dresden)","Herpertz, Anne (PIRATEN - Politikwissenschaftlerin - Dresden)","Busch, Florian (ÖDP - Lehrer - Radebeul)","Slave, Günter (MLPD - Maschinenschlosser - Dresden)","Althoff, Anke (dieBasis - Opernsängerin - Dresden)","Kabus, Andreas (Gesundheitsforschung - selbstständig - Dresden)","Gründler, Michael (BüSo - Angestellter - Dresden)","Hannig, Frank (Einzelbewerbung - Rechtsanwalt - Dresden)","Düvelshaupt, Jens (#KLIMAfirst - Mediator, Jurist, Dipl.-Finanzwirt (FH) - Radeberg)",null,null
Mittelsachsen,8,"Bachmann, Carolin (AfD - wiss. Mitarbeiterin - Mulda/Sa.)","Bellmann, Veronika Maria (CDU - Mitglied des Deutschen Bundestages - Dresden)","Hartmann, Stefan (DIE LINKE - wiss. Mitarbeiter - Leipzig)","Geißler, Alexander (SPD - Jurist - Freiberg)","Hartewig, Philipp (FDP - Jurist - Dresden)","Fränzle, Lea Ursula (GRÜNE - Studentin - Freiberg)","Lieder, Marcus (ÖDP - Architekt - Dresden)","Linke, Thomas (dieBasis - Bauingenieur - Leubsdorf)",null,null,null,null,null,null,null,null,null,null
Chemnitz,13,"Klonovsky, Michael (AfD - Autor - München)","Heinrich, Frank (CDU - Mitglied des Deutschen Bundestages - Chemnitz)","Detzner, Tim (DIE LINKE - Angestellter - Chemnitz)","Müller, Detlef (SPD - Lokomotivführer - Chemnitz)","Müller-Rosentritt, Frank (FDP - Mitglied des Deutschen Bundestages - Chemnitz)","Köpferl, Karola (GRÜNE - Sozialpädagogin - Chemnitz)","Vogel, Paul Thomas (Die PARTEI - Dipl.-Ingenieur - Chemnitz)","Rohne, Bert (ÖDP - staatl. anerkannter Sozialpädagoge - Chemnitz)","Lörinczy, Thomas (V-Partei³ - Kaufmann - Chemnitz)","Lienow, Normen (dieBasis - DV-Kaufmann - Chemnitz)","Richter, Daniel (Einzelbewerbung - Dipl.-Informatiker - Chemnitz)","Weidemann, Jörg Alexander (Einzelbewerbung - Krankenpfleger - Gladbeck)","Röhder, Hans Sieghard (Einzelbewerbung - Controller IHK - Chemnitz)",null,null,null,null,null
Chemnitzer Umland – Erzgebirgskreis II,10,"Moncsek, Mike (AfD - Angestellter - Oberschöna)","Wanderwitz, Marco (CDU - parl. Staatssekretär, Rechtsanwalt - Hohenstein-Ernstthal)","Bernhardt, Sebastian (DIE LINKE - Steuerfachangestellter - Hohenstein-Ernstthal)","Kasper, Carlos (SPD - Zollbeamter - Leipzig)","Woiton, Monique (FDP - Angestellte - Schwarzenberg/Erzgeb.)","Herrmann, Bernhard (GRÜNE - Bauingenieur Wasserbau - Chemnitz)","Hofmann, André (Die PARTEI - Elektriker - Niederwürschnitz)","Schüller, Moritz (FREIE WÄHLER - Pastor - Stollberg/Erzgeb.)","Högen, Sebastian (ÖDP - Imker - Ellefeld)","Dreher, Jürgen (dieBasis - Angestellter - Wolkenstein)",null,null,null,null,null,null,null,null
Erzgebirgskreis I,12,"Dietz, Thomas (AfD - Büroleiter - Annaberg-Buchholz)","Krauß, Alexander (CDU - Mitglied des Deutschen Bundestages - Schneeberg)","Bünger, Clara Anne (DIE LINKE - Juristin - Aue-Bad Schlema)","Heider, Dr. Silvio (SPD - Chemiker - Niederdorf)","Harzer, Ulrike (FDP - Geschäftsführerin - Deutschneudorf)","Walter, Sebastian (GRÜNE - Bundesratsreferent, Verkehrswissenschaftler - Niederwiesa)","Staat, Carsten (Die PARTEI - Hotelbetriebswirt - Gornau/Erzgeb.)","Schmiedel, Andreas (FREIE WÄHLER - Architekt, Bürgermeister a. D. - Sehmatal)","Schilling, Jennifer Sophie (V-Partei³ - Studentin - Schwarzenberg/Erzgeb.)","Weiß, Grit (dieBasis - Dipl.-Designerin (FH), selbstständig - Annaberg-Buchholz)","Haustein, Simon (Bündnis C - Medienfachwirt - Marienberg)","Reichel, Sandro (Einzelbewerbung - Zerspanungsmechaniker CNC - Wolkenstein)",null,null,null,null,null,null
Zwickau,10,"Moosdorf, Matthias (AfD - Musiker - Wermsdorf)","Körber, Carsten (CDU - MdB, Betriebswirt - Mülsen)","Zimmermann, Sabine (DIE LINKE - Mitglied des Deutschen Bundestages - Werdau)","Schubert, Gundula (SPD - Redakteurin - Zwickau)","Tippelt, Nico (FDP - Dipl.-Musikpädagoge - Glauchau)","Wetzel, Wolfgang (GRÜNE - Mitglied des Deutschen Bundestages - Zwickau)","Drechsel, Christiane (FREIE WÄHLER - Keramikerin - Zwickau)","Micklisch, Daniel (ÖDP - Erwerbsminderungsrentner - Glauchau)","Heinritz-Bechtel, Dr. Christoph (dieBasis - Arzt - Plauen)","Krajak, Thomas (Einzelbewerbung - Bergmann - Dresden)",null,null,null,null,null,null,null,null
Vogtlandkreis,11,"Weiser, Mathias (AfD - kaufm. Leiter - Plauen)","Magwas, Yvonne (CDU - MdB, Dipl.-Soziologin - Auerbach/Vogtl.)","Höfer, Johannes (DIE LINKE - Student - Reichenbach im Vogtland)","Burmeister, Kay (SPD - Geschäftsführer - Adorf/Vogtl.)","Ludwig, André (FDP - Dipl.-Betriebswirt (B. A.) - Weischlitz)","Horlbeck, Olaf (GRÜNE - Tischlermeister, Gestalter im Handwerk - Steinberg)","Eichhorn, Dietmar Günter (ÖDP - Dipl.-Ing. Eisenbahntransporttechnik (FH) - Rosenbach/Vogtl.)","Falcke, Mario (dieBasis - Frührentner - Schöneck/Vogtl.)","Sieghart, Udo (III. Weg - Produktionsarbeiter - Adorf/Vogtl.)","Gerisch, Claus Joachim (Einzelbewerbung - Sicherheitstechniker - Plauen)","Drechsel, David (LKR - Schüler - Muldenhammer)",null,null,null,null,null,null,null
Waldeck,10,"Schwarz, Armin (CDU - Mitglied des Landtages - Bad Arolsen)","Dilcher, Esther (SPD - Rechtsanwältin - Hofgeismar)","Nolte, Jan Ralf (AfD - Mitglied des Deutschen Bundestages - Berlin)","Rube, Jochen Helmut (FDP - Lehrer - Korbach)","Koswig, Dr. Peter (GRÜNE - Allgemeinmediziner - Korbach)","Preysing, Regina (DIE LINKE - Medizintechnikingenieurin - Bad Wildungen)","Hauser, Kira (FREIE WÄHLER - Beamtin - Bad Wildungen)","Saracino, Daniele (dieBasis - Unternehmer - Bad Wildungen)","Meyer, Barbara (Einzelbewerbung - Erzieherin - Kassel)","Müller, Gerd Erwin (Einzelbewerbung - Dipl.-Supervisor - Kassel)",null,null,null,null,null,null,null,null
Kassel,13,"Aufenanger, Michael (CDU - Geschäftsführer - Ahnatal)","Gremmels, Timon (SPD - Mitglied des Deutschen Bundestages - Niestetal)","Johst, Inge Sibylle Beate (AfD - Pensionärin - Kassel)","Nölke, Matthias (FDP - Mitglied des Deutschen Bundestages - Kassel)","Mijatović, Boris (GRÜNE - Angestellter - Kassel)","Schury, Stephanie Gerda (DIE LINKE - Angestellte - Kassel)","Czisch, Dr. Franz Gregor (Die PARTEI - Energieforscher - Kassel)","Scheffler, Dr. Michael (FREIE WÄHLER - Bauingenieur - Kassel)","Bremer, Klaus Rüdiger Hans (MLPD - Elektriker - Kassel)","Fydrich, Stefan Maria (dieBasis - Pensionär - Kassel)","Peuckert, Wolfgang Alfred (Bündnis C - Pfarrer i. R. - Niestetal)","Mascher, Stephan (Einzelbewerbung - Angestellter - Kassel)","El-Fayoumy, Cornelius Sayyed (Einzelbewerbung - Schüler - Kassel)",null,null,null,null,null
Werra-Meißner – Hersfeld-Rotenburg,10,"Gebhard, Wilhelm (CDU - Bürgermeister - Wanfried)","Roth, Michael (SPD - Mitglied des Deutschen Bundestages - Bad Hersfeld)","Schenk, Gerhard Friedrich Philipp (AfD - Jurist - Bebra)","Bach, Jorias (FDP - Student - Sontra)","Tesfaiesus, Awet (GRÜNE - Rechtsanwältin - Kassel)","Leidig, Sabine (DIE LINKE - Mitglied des Deutschen Bundestages - Kassel)","Janisch, Rainer (FREIE WÄHLER - Sparkassenbetriebswirt - Weißenborn)","Gerke, Beate Helga (dieBasis - Rentnerin - Witzenhausen)","Hartmann, Berthold Karl (BÜNDNIS21 - Rentner - Ringgau)","Schmidt, Heidi Johanna Klara (Einzelbewerbung - Haupt- und Realschullehrerin i. R. - Kassel)",null,null,null,null,null,null,null,null
Schwalm-Eder,11,"Bischof, Anna-Maria (CDU - Juristin - Fritzlar)","Franke, Dr. Edgar Konrad Hartmut (SPD - Mitglied des Deutschen Bundestages - Gudensberg)","Glaser, Albrecht Heinz Erhard (AfD - Mitglied des Deutschen Bundestages - Niedenstein)","Belz, Bastian Alexander (FDP - kaufm. Angestellter - Battenberg (Eder))","Hoffmann, Dr. Bettina Martha Lieselotte (GRÜNE - Dipl.-Biologin - Niedenstein)","Scheuch-Paschkewitz, Heidemarie Elfriede (DIE LINKE - Dipl.-Sozialpädagogin - Schwalmstadt)","Baumann, Clara Luisa (Die PARTEI - Hundetrainerin - Edermünde)","Lappe, Markus Rainer (FREIE WÄHLER - Administrator Verwaltung - Schwalmstadt)","Ploppa, Hermann-Theodor (dieBasis - Journalist - Marburg)","Härtzsch, Alfred (Bündnis C - Rentner - Schwalmstadt)","Klement, Alexander Gerhard Richard (Einzelbewerbung - Geschäftsführer - Melsungen)",null,null,null,null,null,null,null
Marburg,10,"Heck, Dr. Stefan (CDU - Staatssekretär im Ministerium des Innern und für Sport - Wiesbaden)","Bartol, Sören (SPD - Dipl.-Politologe - Marburg)","Schmidt, Julian (AfD - Wirtschaftsingenieur - Angelburg)","Hannott, Niklas (FDP - Studienreferendar - Marburg)","Theiss, Stephanie (GRÜNE - Studentin - Marburg)","Peter, Maximilian Philipp (DIE LINKE - Einzelhandelskaufmann - Weimar (Lahn))","Özdemir, Gökhan (FREIE WÄHLER - selbstständig - Kirchhain)","Schapner, Rüdiger (dieBasis - Angestellter - Biedenkopf)","Marinello, Karin Ursula (Einzelbewerbung - Rentnerin - Kassel)","Carstensen, Simon (Einzelbewerbung - arbeitslos - Marburg)",null,null,null,null,null,null,null,null
Lahn-Dill,10,"Irmer, Hans-Jürgen (CDU - Oberstudienrat a. D. - Wetzlar)","Schmidt, Dagmar (SPD - Historikerin - Wetzlar)","Wagner, Willi Karl (AfD - Studienrat i. R. - Wetzlar)","Seelmeyer, Carsten (FDP - Unternehmer Touristik - Haiger)","Krohn, Caroline (GRÜNE - Unternehmerin - Braunfels)","Ohnacker, Christiane (DIE LINKE - Krankenschwester - Ehringshausen)","Hartmann, Niklas (Die PARTEI - Auszubildender zum Bankkaufmann - Schöffengrund)","Stahl, Karsten (FREIE WÄHLER - Installateur und Heizungsbaumeister - Waldsolms)","Schuster, Heiko (dieBasis - Angestellter - Hüttenberg)","Hausner, Manuel (TNT - Soldat auf Zeit - Dietzhölztal)",null,null,null,null,null,null,null,null
Gießen,10,"Braun, Dr. Helge Reinhold (CDU - Arzt - Gießen)","Döring, Felix Maximilian (SPD - Lehrer - Gießen)","Schulz, Uwe (AfD - Mitglied des Deutschen Bundestages - Pohlheim)","Pucher, Dennis (FDP - selbstständig - Lich)","Borhani, Behzad (GRÜNE - Freiberufler - Fernwald)","Al-Dailami, Ali Abass Yahya (DIE LINKE - Angestellter - Gießen)","Walter, Darwin (Die PARTEI - Rechtswissenschaftler - Gießen)","Semmler, Dr. Diego (FREIE WÄHLER - Physiker - Laubach)","Mächerle, Henning (DKP - Fachinformatiker - Gießen)","Krüdener, Dr. Stephan Erich Kurt (dieBasis - freiberufl. Unternehmensberater - Heuchelheim a. d. Lahn)",null,null,null,null,null,null,null,null
Fulda,10,"Brand, Michael Karl (CDU - Mitglied des Deutschen Bundestages - Fulda)","Kömpel, Birgit (SPD - Personalberaterin - Eichenzell)","Hohmann, Martin (AfD - Jurist - Neuhof)","Lenders, Jürgen (FDP - Kaufmann - Fulda)","Zimmermann, Gabriela Gianina (GRÜNE - Krankenschwester - Kelkheim (Taunus))","Sharif-Ali, Nuha (DIE LINKE - Politologin - Fulda)","Klug, Peter Ernst (FREIE WÄHLER - Verwaltungsfachwirt - Flieden)","Herchenröder, Petra (dieBasis - Kauffrau - Freiensteinau)","Schäfer-von Reetnitz, Peter (Bündnis C - Kulturanthropologe - Hünfeld)","Hemm, Eva Maria (Einzelbewerbung - Angestellte - Poppenhausen (Wasserkuppe))",null,null,null,null,null,null,null,null
Main-Kinzig – Wetterau II – Schotten,8,"Wiegelmann, Johannes Thomas Maria (CDU - Jurist - Bad Soden-Salmünster)","Müller, Bettina (SPD - Mitglied des Deutschen Bundestages - Flörsbachtal)","Harder-Kühnel, Mariana Iris (AfD - Rechtsanwältin - Gelnhausen)","Rahn-Farr, Andrea Klara (FDP - Landwirtin - Büdingen)","Kiesel, Maximilian Knut (GRÜNE - Unternehmensberater - Maintal)","Smith, Stella Luise (DIE LINKE - Studentin - Nidda)","Hildebrandt, Carsten (FREIE WÄHLER - Vertriebsmitarbeiter - Erlensee)","Meyer-Simon, Brigitte (dieBasis - Unternehmerin - Hanau)",null,null,null,null,null,null,null,null,null,null
Hochtaunus,9,"Koob, Markus Benjamin (CDU - Mitglied des Deutschen Bundestages - Oberursel (Taunus))","Bokler, Alicia Maria (SPD - Biotechnologin - Villmar)","Thöne, Henning Hans Ernst (AfD - Personalberater - Bad Homburg v. d. Höhe)","Adler, Katja (FDP - Beamtin - Oberursel (Taunus))","Tramnitz, Christian (GRÜNE - Informatiker - Grävenwiesbach)","Pabst, André (DIE LINKE - Technikinformatiker - Weilburg)","Horn, Hubert (FREIE WÄHLER - IT-Fachmann - Friedrichsdorf)","Baums, Carsten (PIRATEN - Wirtschaftsprüfer - Bad Homburg v. d. Höhe)","Schumbert, Thomas Johannes (dieBasis - Bankkaufmann - Oberursel (Taunus))",null,null,null,null,null,null,null,null,null
Wetterau I,9,"Häuser, Armin (CDU - Dipl.-Verwaltungswirt - Bad Nauheim)","Pawlik, Natalie (SPD - ltd. Angestellte - Bad Nauheim)","Lichert, Andreas John (AfD - Mitglied des Landtages - Bad Nauheim)","Heidt, Peter (FDP - Rechtsanwalt - Bad Nauheim)","Colletti, Michaela (GRÜNE - Wirtschaftsdolmetscherin - Rosbach v. d. Höhe)","Eder, Julian (DIE LINKE - Auszubildender - Bad Nauheim)","Gönül, Cenk (FREIE WÄHLER - Unternehmer - Reichelsheim (Wetterau))","Flindt, Stephan (PIRATEN - Systemprogrammierer - Friedberg (Hessen))","Rosen, Eva Katharina (dieBasis - Kommunikationsdesignerin - Karben)",null,null,null,null,null,null,null,null,null
Rheingau-Taunus – Limburg,10,"Willsch, Klaus-Peter (CDU - Mitglied des Deutschen Bundestages - Hohenstein)","Rabanus, Martin Hermann (SPD - Mitglied des Deutschen Bundestages - Taunusstein)","Resch, Marcus Angelus (AfD - Dipl.-Geologe - Taunusstein)","Müller, Alexander (FDP - Dipl.-Informatiker - Niedernhausen)","Lührmann, Anna Kristina (GRÜNE - Politikwissenschaftlerin - Hofheim am Taunus)","Zill, Claus Valentin (DIE LINKE - Tourismuskaufmann - Limburg a. d. Lahn)","Rößler, Bianka Karola Charlotte (FREIE WÄHLER - Schiffsführerin, Geschäftsführerin - Rüdesheim am Rhein)","Meyer, Jens (dieBasis - Fachwirt Finanzberatung - Dornburg)","Seiler, Reinhard Bodo (Bündnis C - Rentner - Hünstetten)","Schlossbauer, Carsten (Einzelbewerbung - Kfz-Technikermeister - Taunusstein)",null,null,null,null,null,null,null,null
Wiesbaden,14,"Jung, Ingmar Ludwig (CDU - Mitglied des Deutschen Bundestages - Wiesbaden)","Ruf, Nadine (SPD - Dipl.-Betriebswirtin - Wiesbaden)","Heidkamp, Erich Heinrich (AfD - Mitglied des Landtages - Frankfurt am Main)","Schwalbach, Lucas (FDP - Jurist - Wiesbaden)","Brehm, Dr. Uta (GRÜNE - Sozialwissenschaftlerin - Wiesbaden)","Winter, Daniel (DIE LINKE - Polizeibeamter - Wiesbaden)","Haker, Lukas (Die PARTEI - Politiker - Wiesbaden)","Wittmann, Andre Stephan (FREIE WÄHLER - Angestellter - Schauenburg)","Schulze, Yasmin (PIRATEN - Studentin - Wiesbaden)","Fröhlich, Ulrike Maria Magdalena (dieBasis - Ärztin - Wiesbaden)","Peter, Lucien Andreas (LKR - Sozialjurist (LL. B.) - Wiesbaden)","Klings, Felicitas (Die Humanisten - ltd. Pflegefachkraft - Wiesbaden)","Liban, Samater (Volt - Berater für Digitalisierung - Heidenrod)","Hartmann, Alexander (BüSo - Chefredakteur - Wiesbaden)",null,null,null,null
