id,party,party_name,party_id,position,eu_salience,eu_dissent,eu_blur,lrecon,lrecon_blur,lrecon_dissent,lrecon_salience,galtan,galtan_blur,galtan_dissent,galtan_salience,lrgen,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,redistribution,redist_salience,environment,enviro_salience,spendvtax,deregulation,econ_interven,civlib_laworder,sociallifestyle,religious_principles,ethnic_minorities,nationalism,urban_rural,protectionism,regions,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,eu_cohesion,eu_foreign,eu_intmark,eu_budgets,eu_asylum,party_a_econ,party_b_econ,party_c_econ,gender,dob,lrecon_self,galtan_self,cname,eu_position_sd,lrecon_sd,galtan_sd,eu_econ_require,eu_political_require,eu_googov_require
6,10,Cs,526,7,8,2,,7,7,,9,4,,5,8,7,8,7,3,6,7,5,8,8,5,7,8,8,7,5,4,4,4,7,4,7,7,,1,6,6,10,9,5,7,6,5,5,2,10,5,1,1978,5,2,esp,.59361684,.82807869,2.4162152,,,
14,10,Cs,526,7,9,9,,8,,7,9,5,,,7,8,,6,,,,,4,,,,,7,8,,4,3,,8,2,8,8,,2,1,1,4,9,6,4,,4,,2,9,5,2,1952,3,3,esp,.59361684,.82807869,2.4162152,,,
10,10,Cs,526,7,9,,0,7,0,,10,8,,0,9,8,8,10,0,6,7,0,9,10,7,9,10,9,9,10,2,8,5,,5,3,3,0,0,0,0,7,9,7,7,7,7,3,3,9,8,2,1955,4,4,esp,.59361684,.82807869,2.4162152,,,
5,10,Cs,526,7,5,1,,6,5,,4,5,6,,4,7,6,4,2,6,2,2,6,3,6,3,7,8,7,7,5,4,6,6,3,2,9,0,0,0,2,6,9,,,,,,3,9,5,2,1980,4,5,esp,.59361684,.82807869,2.4162152,,,
4,10,Cs,526,7,9,2,,8,3,,7,3,3,,7,7,4,7,5,6,6,5,4,6,5,5,6,6,8,8,4,2,5,4,1,1,8,0,0,1,0,5,7,7,7,7,7,6,3,9,6,1,1986,4,4,esp,.59361684,.82807869,2.4162152,,,
15,10,Cs,526,7,4,0,,9,0,,9,1,,0,3,6,8,6,0,10,6,0,9,5,7,3,10,10,10,9,0,0,5,3,3,0,10,0,0,6,0,7,9,,,,,,3,9,6,1,1980,3,1,esp,.59361684,.82807869,2.4162152,,,
3,10,Cs,526,7,5,,0,7,,2,8,6,6,,6,7,6,5,0,7,2,0,6,5,6,3,7,7,6,5,4,3,5,7,2,2,6,0,0,2,3,3,9,6,,6,6,5,3,9,5,2,1985,4,3,esp,.59361684,.82807869,2.4162152,,,
1,10,Cs,526,5,2,,10,8,9,,0,10,,1,9,8,7,1,8,9,2,5,8,2,8,1,7,8,7,7,9,9,10,10,0,,10,0,0,0,6,1,9,4,6,6,6,2,3,9,6,2,1985,5,3,esp,.59361684,.82807869,2.4162152,,,
8,10,Cs,526,7,5,,3,8,,4,4,5,4,,3,8,3,7,1,2,9,2,5,8,9,2,8,10,10,3,2,3,5,9,1,,,,,,,,,,,,,,,,,2,1951,1,1,esp,.59361684,.82807869,2.4162152,,,
7,10,Cs,526,7,4,0,,7,,2,7,4,,1,7,6,5,4,2,7,7,3,7,4,6,4,8,9,8,7,1,2,5,8,4,1,8,4,0,3,0,5,9,7,7,7,7,7,2,10,6,2,1979,4,2,esp,.59361684,.82807869,2.4162152,,,
13,11,Vox,527,3,1,2,,9,0,,0,10,,0,10,10,10,10,1,10,9,1,9,2,8,1,8,8,8,9,9,8,10,9,9,7,10,,10,1,1,4,9,,,,,,2,10,6,1,1988,3,1,esp,1.3870146,.48795003,.48795003,,,
9,11,Vox,527,4,5,,,10,,2,5,10,8,,10,10,10,10,0,10,8,0,10,7,10,2,10,10,10,10,10,10,10,10,6,7,10,2,10,0,7,5,9,,,,,,3,8,5,1,1979,3,3,esp,1.3870146,.48795003,.48795003,,,
5,11,Vox,527,3,6,,,9,6,,1,9,7,,7,9,9,8,0,10,8,0,9,2,9,6,8,9,8,10,10,9,9,9,6,1,10,0,7,2,6,4,10,,,,,,3,9,5,2,1980,4,5,esp,1.3870146,.48795003,.48795003,,,
14,11,Vox,527,6,7,,,9,,9,9,9,,,9,10,9,9,,1,9,,2,1,8,1,9,9,8,10,10,8,10,9,2,,9,,1,0,1,5,9,7,1,2,,1,2,9,5,2,1952,3,3,esp,1.3870146,.48795003,.48795003,,,
3,11,Vox,527,4,3,,2,10,,1,6,9,0,,9,10,10,9,0,10,4,0,9,4,9,6,10,9,9,9,9,9,8,10,7,8,10,0,4,2,9,2,9,6,2,3,3,2,3,9,5,2,1985,4,3,esp,1.3870146,.48795003,.48795003,,,
11,11,Vox,527,3,6,,1,9,,2,6,9,,1,10,9,9,10,1,9,8,2,7,7,9,7,9,8,8,9,9,8,9,9,9,4,9,1,8,5,7,3,9,6,3,5,3,2,3,9,5,2,1974,4,4,esp,1.3870146,.48795003,.48795003,,,
2,11,Vox,527,3,6,,6,10,0,,6,10,2,,8,10,10,9,0,10,9,2,9,9,9,2,,8,8,10,9,10,10,10,1,9,10,0,0,2,7,,10,,5,6,,,3,9,6,2,1948,4,3,esp,1.3870146,.48795003,.48795003,,,
6,11,Vox,527,3,8,6,,10,3,,9,10,,2,10,10,10,10,1,10,10,0,10,10,10,9,10,10,10,10,10,10,9,10,4,10,10,,9,1,9,9,9,5,5,4,4,3,2,10,5,1,1978,5,2,esp,1.3870146,.48795003,.48795003,,,
7,11,Vox,527,2,6,1,,9,,,3,10,,0,10,10,10,10,0,10,10,0,9,1,10,0,9,9,8,10,10,10,10,10,6,10,10,4,10,2,0,9,10,7,2,2,2,1,2,10,6,2,1979,4,2,esp,1.3870146,.48795003,.48795003,,,
4,11,Vox,527,3,10,0,,9,0,,5,9,0,,10,9,10,10,0,10,10,0,6,8,10,3,9,7,8,10,9,10,10,10,8,4,10,0,10,10,10,5,9,4,3,3,3,1,3,9,6,1,1986,4,4,esp,1.3870146,.48795003,.48795003,,,
8,11,Vox,527,2,1,,9,9,,1,4,10,7,,0,,10,10,0,10,10,0,8,10,10,0,10,10,10,10,10,10,10,10,1,,,,,,,,,,,,,,,,,2,1951,1,1,esp,1.3870146,.48795003,.48795003,,,
12,11,Vox,527,4,6,3,,9,9,,5,10,,0,10,10,10,10,,10,,,9,5,10,1,8,,5,10,10,10,10,10,7,,10,,10,0,6,3,10,,,,,,2,9,6,2,1988,4,2,esp,1.3870146,.48795003,.48795003,,,
15,11,Vox,527,1,2,0,,9,0,,5,10,,0,10,10,10,8,0,10,8,0,10,5,10,0,10,10,10,10,0,10,10,10,10,5,10,0,7,0,7,3,10,,,,,,3,9,6,1,1980,3,1,esp,1.3870146,.48795003,.48795003,,,
1,11,Vox,527,6,7,,7,9,1,,0,10,,0,10,9,10,10,0,10,10,0,9,3,10,8,9,10,9,10,10,10,10,10,10,2,10,0,3,0,10,6,10,3,6,2,3,1,3,9,6,2,1985,5,3,esp,1.3870146,.48795003,.48795003,,,
10,11,Vox,527,2,3,,0,10,0,,0,10,,0,1,10,10,10,0,0,10,0,9,10,0,0,10,9,8,10,10,10,10,10,5,10,10,0,10,0,10,10,10,4,,,,1,3,9,8,2,1955,4,4,esp,1.3870146,.48795003,.48795003,,,
13,12,PdCAT,550,5,3,4,,6,4,,1,6,,2,3,6,5,2,2,,0,,6,2,6,1,6,7,6,,6,5,1,5,,3,1,,0,10,10,1,,,,,,,2,10,6,1,1988,3,1,esp,1.0600989,1.3557637,1.2459458,,,
10,12,PdCAT,550,6,6,,3,7,2,,6,7,,0,5,7,6,6,0,2,6,0,6,10,6,7,6,5,5,8,4,7,3,10,5,6,2,0,0,9,5,7,10,5,5,6,5,5,3,9,8,2,1955,4,4,esp,1.0600989,1.3557637,1.2459458,,,
2,12,PdCAT,550,5,8,,5,6,2,,5,5,4,,7,7,5,5,1,5,4,2,4,7,6,4,9,4,4,5,4,6,1,4,4,7,1,0,0,1,0,1,10,5,5,6,3,4,3,9,6,2,1948,4,3,esp,1.0600989,1.3557637,1.2459458,,,
11,12,PdCAT,550,4,6,,6,4,,5,6,5,,2,3,4,4,3,2,7,3,2,5,4,5,3,6,5,5,5,4,,0,7,7,5,0,1,0,8,7,3,7,7,,6,5,5,3,9,5,2,1974,4,4,esp,1.0600989,1.3557637,1.2459458,,,
15,12,PdCAT,550,6,5,0,,8,1,,6,7,,0,4,7,6,6,0,6,6,0,6,5,6,2,8,7,8,8,2,6,7,5,7,4,0,0,0,5,0,3,4,,,,,,3,9,6,1,1980,3,1,esp,1.0600989,1.3557637,1.2459458,,,
5,12,PdCAT,550,4,8,6,,7,5,,1,6,6,,2,7,6,2,3,8,4,3,7,2,7,1,7,8,7,7,7,7,7,8,7,,0,0,.d,5,5,2,8,,,,,,3,9,5,2,1980,4,5,esp,1.0600989,1.3557637,1.2459458,,,
4,12,PdCAT,550,3,10,0,,9,4,,1,5,5,,10,8,5,5,2,9,6,2,4,4,4,5,5,5,5,1,4,5,5,8,6,5,0,10,0,2,10,0,9,6,4,4,5,5,3,9,6,1,1986,4,4,esp,1.0600989,1.3557637,1.2459458,,,
3,12,PdCAT,550,6,3,,0,7,,1,5,5,2,,4,6,5,3,0,5,2,0,5,5,6,3,6,6,6,3,6,5,6,8,6,7,0,0,0,5,7,3,8,6,4,4,4,4,3,9,5,2,1985,4,3,esp,1.0600989,1.3557637,1.2459458,,,
1,12,PdCAT,550,7,9,,2,5,4,,7,6,,7,7,5,5,6,3,6,6,4,6,6,4,5,5,6,4,5,3,3,0,2,6,3,0,0,0,9,2,4,6,,5,6,5,4,3,9,6,2,1985,5,3,esp,1.0600989,1.3557637,1.2459458,,,
7,12,PdCAT,550,5,4,4,,6,,,4,3,,,,6,,,,9,7,,6,4,5,5,6,7,7,6,3,,4,,5,,0,0,0,9,,,,7,,,,,2,10,6,2,1979,4,2,esp,1.0600989,1.3557637,1.2459458,,,
8,12,PdCAT,550,5,4,,4,9,,3,5,8,6,,1,8,5,6,1,8,8,3,8,9,10,1,9,10,10,6,6,8,8,10,4,,,,,,,,,,,,,,,,,2,1951,1,1,esp,1.0600989,1.3557637,1.2459458,,,
9,12,PdCAT,550,4,10,7,,7,,5,5,7,10,,6,7,6,5,3,8,4,3,9,5,8,3,7,8,8,7,7,8,8,9,6,4,2,0,6,1,1,5,9,,,,,,3,8,5,1,1979,3,3,esp,1.0600989,1.3557637,1.2459458,,,
6,12,PdCAT,550,5,8,2,,8,8,,5,5,,5,7,8,5,3,4,7,3,4,8,5,6,3,8,7,7,6,4,6,1,9,3,6,0,,1,10,8,6,9,5,5,6,5,5,2,10,5,1,1978,5,2,esp,1.0600989,1.3557637,1.2459458,,,
14,12,PdCAT,550,6,7,7,,7,,,,7,,,,8,6,,,,,,,,,,7,,,,,8,,9,7,,1,,.d,,,1,8,7,,,,,2,9,5,2,1952,3,3,esp,1.0600989,1.3557637,1.2459458,,,
12,12,PdCAT,550,6,9,2,,7,9,,3,6,,1,7,6,6,3,,6,,,7,4,6,3,6,,5,3,5,6,0,10,5,,0,,.d,10,2,3,6,,,,,,2,9,6,2,1988,4,2,esp,1.0600989,1.3557637,1.2459458,,,
1,13,Pais,528,4,7,,,6,.d,,,4,,,,4,,,3,4,2,1,4,4,5,,5,5,5,4,,4,4,4,4,,3,0,0,2,,1,,4,4,4,4,4,3,9,6,2,1985,5,3,esp,.99043041,1.2071217,1.1126972,,,
10,13,Pais,528,6,8,,1,2,3,,7,3,,0,5,2,0,10,0,9,10,0,0,10,10,10,0,0,0,0,0,0,0,0,5,7,0,0,0,10,10,10,5,7,3,5,3,7,3,9,8,2,1955,4,4,esp,.99043041,1.2071217,1.1126972,,,
13,13,Pais,528,4,2,3,,2,1,,8,1,,2,9,2,3,4,2,2,5,,2,9,2,8,2,4,3,2,1,1,2,3,3,6,2,,6,,8,8,,,,,2,,2,10,6,1,1988,3,1,esp,.99043041,1.2071217,1.1126972,,,
6,13,Pais,528,7,8,2,,3,6,,8,1,,4,9,3,3,4,4,3,7,4,3,8,1,7,2,3,2,2,2,1,2,2,,5,2,,2,8,6,8,9,5,7,7,5,5,2,10,5,1,1978,5,2,esp,.99043041,1.2071217,1.1126972,,,
2,13,Pais,528,5,8,,2,2,0,,7,3,2,,8,2,3,5,1,3,6,1,2,9,2,8,1,1,1,1,1,1,2,2,2,6,2,0,0,3,5,6,9,6,6,6,3,6,3,9,6,2,1948,4,3,esp,.99043041,1.2071217,1.1126972,,,
14,13,Pais,528,6,,8,,2,,,,2,,,,2,2,,,,,,7,,2,9,1,,2,,,2,,2,,,4,,.d,6,,9,8,6,,,,,2,9,5,2,1952,3,3,esp,.99043041,1.2071217,1.1126972,,,
12,13,Pais,528,7,10,0,,4,.d,,9,2,,0,8,3,4,1,,2,,,2,8,3,7,3,,4,3,1,2,4,1,0,,8,,.d,3,1,8,5,,,,,,2,9,6,2,1988,4,2,esp,.99043041,1.2071217,1.1126972,,,
5,13,Pais,528,6,5,2,,3,3,,7,1,0,,9,3,2,7,0,0,6,0,3,6,0,10,3,3,3,2,1,1,1,1,1,7,5,0,0,9,8,7,9,,,,,,3,9,5,2,1980,4,5,esp,.99043041,1.2071217,1.1126972,,,
15,13,Pais,528,6,2,0,,1,0,,7,0,,0,4,1,1,6,0,0,6,0,0,7,0,7,0,0,0,0,10,0,0,0,1,8,1,0,0,10,9,9,9,,,,,,3,9,6,1,1980,3,1,esp,.99043041,1.2071217,1.1126972,,,
7,13,Pais,528,6,4,4,,2,,1,6,1,,1,9,3,2,2,1,4,3,2,2,8,1,10,1,1,2,1,0,0,1,1,3,8,2,0,0,9,9,7,3,7,3,3,3,,2,10,6,2,1979,4,2,esp,.99043041,1.2071217,1.1126972,,,
8,13,Pais,528,6,5,,2,3,,1,3,2,3,,6,3,4,7,0,1,10,1,2,1,1,9,1,1,1,2,1,1,2,3,1,,,,,,,,,,,,,,,,,2,1951,1,1,esp,.99043041,1.2071217,1.1126972,,,
11,13,Pais,528,5,3,,5,3,,2,7,2,,2,7,3,2,6,2,4,5,2,3,4,2,8,3,3,3,2,1,2,2,4,2,7,2,1,0,6,6,3,8,7,,5,3,6,3,9,5,2,1974,4,4,esp,.99043041,1.2071217,1.1126972,,,
4,13,Pais,528,7,7,2,,2,3,,7,0,0,,8,3,0,8,2,1,3,1,0,10,0,10,0,1,2,0,0,0,1,2,0,5,1,0,6,6,4,5,6,6,6,6,6,6,3,9,6,1,1986,4,4,esp,.99043041,1.2071217,1.1126972,,,
9,13,Pais,528,7,7,,,4,,1,9,1,5,,8,4,4,6,0,1,5,1,4,8,1,9,4,2,3,4,1,1,3,3,1,7,4,0,0,9,9,7,8,,,,,,3,8,5,1,1979,3,3,esp,.99043041,1.2071217,1.1126972,,,
3,13,Pais,528,6,2,,0,3,,2,6,2,0,,7,3,2,2,0,3,1,0,1,7,1,8,1,2,2,1,2,3,1,2,5,5,3,0,0,6,4,5,8,6,4,4,4,5,3,9,5,2,1985,4,3,esp,.99043041,1.2071217,1.1126972,,,
11,1,V,1601,2,2,,3,1,,3,9,1,0,,7,1,3,8,1,0,8,1,0,10,1,8,0,0,0,3,0,3,0,4,2,9,1,0,7,3,6,3,2,7,1,1,1,1,2,10,7,2,1965,8,2,swe,.72760689,1.1472473,1.6759545,,,
16,1,V,1601,3,4,5,,1,2,,10,0,0,,10,2,3,8,2,2,5,5,0,10,0,6,0,,3,1,0,0,0,4,5,6,3,3,0,,2,2,3,,,,,,3,9,,1,1975,,,swe,.72760689,1.1472473,1.6759545,,,
14,1,V,1601,3,2,,7,2,2,,3,2,,2,3,1,3,3,2,1,3,2,2,7,2,7,1,1,1,3,1,2,2,2,4,8,3,2,1,6,2,3,4,,2,3,2,2,3,9,5,2,1974,7,4,swe,.72760689,1.1472473,1.6759545,,,
4,1,V,1601,3,6,6,,2,,3,7,3,,3,6,2,3,7,2,2,6,3,2,8,3,7,2,1,2,5,1,,3,2,5,5,5,,6,6,4,2,,,2,3,2,5,2,10,5,2,1972,5,5,swe,.72760689,1.1472473,1.6759545,,,
17,1,V,1601,2,6,,2,2,,2,7,3,4,,6,2,2,8,2,2,5,4,1,9,3,8,2,2,2,2,1,1,3,3,6,,,,1,4,6,,7,7,,,,,3,9,7,2,1977,6,4,swe,.72760689,1.1472473,1.6759545,,,
7,1,V,1601,3,5,4,,1,,2,8,3,3,,,2,1,5,2,1,5,2,,,1,8,1,1,1,3,1,1,1,2,5,7,3,3,1,5,7,2,7,5,1,3,1,3,3,9,6,2,1958,7,3,swe,.72760689,1.1472473,1.6759545,,,
8,1,V,1601,3,3,,4,1,,0,10,0,1,,7,1,0,10,0,0,10,0,0,10,0,8,0,0,1,2,0,0,0,0,2,7,3,0,.d,5,7,0,4,4,1,2,1,2,2,10,7,2,1979,8,6,swe,.72760689,1.1472473,1.6759545,,,
9,1,V,1601,3,0,2,,1,,0,10,0,,0,7,1,0,10,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,8,,1,3,1,6,2,10,6,2,1966,2,1,swe,.72760689,1.1472473,1.6759545,,,
10,1,V,1601,3,5,,2,3,1,,8,5,,0,2,2,2,8,1,1,9,1,0,9,2,9,2,1,1,3,0,2,1,2,2,5,5,,,,,,,,,,,,,,,2,1953,4,6,swe,.72760689,1.1472473,1.6759545,,,
2,1,V,1601,5,3,,9,5,,,5,5,,0,10,3,0,10,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,7,5,5,5,,0,0,3,0,4,4,3,7,3,6,6,10,9,1,1962,6,1,swe,.72760689,1.1472473,1.6759545,,,
15,1,V,1601,3,3,,7,3,,2,6,1,,1,6,3,2,6,1,1,8,2,1,8,3,6,2,2,1,3,1,1,2,2,6,7,5,3,1,4,6,1,7,4,2,3,2,4,3,9,7,3,1956,6,3,swe,.72760689,1.1472473,1.6759545,,,
1,1,V,1601,3,5,5,,1,,,8,2,,,7,1,2,8,,2,8,,1,10,2,8,1,,1,2,1,2,1,2,3,7,3,3,1,7,7,,6,4,2,4,3,4,2,9,6,2,1949,8,6,swe,.72760689,1.1472473,1.6759545,,,
12,1,V,1601,4,5,,,0,,,7,3,0,,10,2,0,5,0,0,,,0,8,3,6,0,0,0,0,0,0,,3,5,,7,,.d,7,5,0,,,,3,,,2,10,6,1,1976,7,3,swe,.72760689,1.1472473,1.6759545,,,
13,1,V,1601,3,3,,7,1,,1,9,0,1,,7,1,1,6,3,1,5,3,0,10,2,7,0,0,1,1,0,1,0,2,5,6,5,1,0,4,2,0,4,4,1,2,1,3,2,10,5,1,1982,6,2,swe,.72760689,1.1472473,1.6759545,,,
3,1,V,1601,4,4,,1,2,,2,10,3,,3,6,2,1,6,1,3,4,3,0,10,2,7,1,1,2,2,0,0,1,4,6,5,5,2,0,3,1,0,6,3,2,3,2,5,4,8,7,2,,4,3,swe,.72760689,1.1472473,1.6759545,,,
5,1,V,1601,4,3,,6,2,2,,8,2,2,,6,2,3,8,1,2,7,2,1,10,3,7,1,2,2,3,1,1,2,2,5,7,3,2,0,7,7,6,4,5,2,2,2,4,3,9,5,2,1960,3,4,swe,.72760689,1.1472473,1.6759545,,,
6,1,V,1601,3,3,0,,2,3,,10,0,,0,10,1,0,10,1,0,10,1,0,10,0,7,0,0,0,0,0,4,0,0,5,6,5,0,0,6,6,0,3,4,2,2,1,1,3,9,6,2,1975,5,7,swe,.72760689,1.1472473,1.6759545,,,
16,2,SAP,1602,5,6,4,,3,3,,10,0,0,,10,3,6,8,5,5,5,5,2,10,2,7,0,,5,4,0,0,3,5,5,5,3,3,0,,2,2,8,,,,,,3,9,,1,1975,,,swe,.57735026,.85749292,1.5834624,,,
8,2,SAP,1602,6,4,,5,3,,7,7,3,8,,2,4,8,5,7,6,7,7,2,10,6,2,1,3,2,6,4,5,7,7,4,7,8,3,.d,3,0,0,8,4,4,4,2,5,2,10,7,2,1979,8,6,swe,.57735026,.85749292,1.5834624,,,
6,2,SAP,1602,6,0,0,,5,7,,7,4,,10,6,4,7,4,10,2,10,7,4,9,6,3,4,2,2,7,2,5,4,3,5,5,5,0,0,0,0,0,7,4,3,7,6,7,3,9,6,2,1975,5,7,swe,.57735026,.85749292,1.5834624,,,
12,2,SAP,1602,6,7,,,4,,,6,3,5,,10,4,5,5,5,8,,,4,8,5,6,5,6,2,10,0,0,,5,5,,5,,.d,3,0,0,10,,,6,,,2,10,6,1,1976,7,3,swe,.57735026,.85749292,1.5834624,,,
2,2,SAP,1602,6,3,,0,5,,8,5,5,,0,10,5,9,10,4,5,10,5,0,10,5,10,5,5,5,5,0,0,5,7,5,5,5,5,0,0,3,0,10,5,6,7,3,6,6,10,9,1,1962,6,1,swe,.57735026,.85749292,1.5834624,,,
15,2,SAP,1602,5,3,,4,4,,5,5,3,,3,6,5,7,6,4,4,8,3,4,6,5,5,5,5,5,6,3,1,4,4,5,4,5,3,2,2,4,1,7,5,3,6,2,6,3,9,7,3,1956,6,3,swe,.57735026,.85749292,1.5834624,,,
10,2,SAP,1602,6,5,,2,4,2,,8,6,,5,6,4,4,6,5,4,4,7,2,8,4,8,2,2,2,3,4,2,5,3,3,3,5,,,,,,,,,,,,,,,2,1953,4,6,swe,.57735026,.85749292,1.5834624,,,
7,2,SAP,1602,5,4,7,,4,,7,6,6,6,,,4,6,5,8,6,4,7,,,3,6,3,5,4,5,2,2,2,5,6,4,5,5,2,5,5,2,8,5,2,4,2,3,3,9,6,2,1958,7,3,swe,.57735026,.85749292,1.5834624,,,
13,2,SAP,1602,6,3,,5,3,,3,7,5,4,,6,3,5,5,7,4,7,6,2,8,4,6,3,3,3,7,1,1,5,3,6,6,4,1,0,2,0,0,4,5,2,5,3,4,2,10,5,1,1982,6,2,swe,.57735026,.85749292,1.5834624,,,
17,2,SAP,1602,6,4,,4,4,,4,7,6,6,,5,4,6,7,7,4,7,6,3,7,6,5,4,4,4,6,3,1,6,6,6,,,,1,1,2,,7,,,,,,3,9,7,2,1977,6,4,swe,.57735026,.85749292,1.5834624,,,
4,2,SAP,1602,6,6,4,,4,,5,7,5,,6,4,3,6,6,7,6,6,6,3,7,4,6,2,4,4,6,2,,5,5,5,5,5,,6,3,3,2,,,3,5,2,6,2,10,5,2,1972,5,5,swe,.57735026,.85749292,1.5834624,,,
11,2,SAP,1602,6,2,,5,3,,6,9,5,3,,4,4,7,3,10,5,3,10,3,7,6,3,3,4,2,6,0,0,3,3,4,3,0,1,5,9,2,2,7,7,1,5,6,6,2,10,7,2,1965,8,2,swe,.57735026,.85749292,1.5834624,,,
5,2,SAP,1602,5,3,,6,5,7,,6,3,4,,4,4,6,5,8,4,6,7,4,7,5,6,4,4,4,6,2,1,6,4,4,5,6,2,5,5,3,3,7,5,3,5,3,6,3,9,5,2,1960,3,4,swe,.57735026,.85749292,1.5834624,,,
9,2,SAP,1602,7,0,1,,4,,3,10,5,,7,4,4,7,10,8,9,10,9,2,10,4,7,0,1,1,5,0,0,0,6,5,0,5,2,0,0,0,0,8,,3,5,2,6,2,10,6,2,1966,2,1,swe,.57735026,.85749292,1.5834624,,,
1,2,SAP,1602,,6,4,,5,,,8,5,,,5,4,5,7,7,3,7,7,3,7,5,7,2,,2,5,2,5,2,2,4,4,4,6,1,3,3,,7,5,4,5,4,5,2,9,6,2,1949,8,6,swe,.57735026,.85749292,1.5834624,,,
14,2,SAP,1602,5,4,,7,6,4,,4,6,,7,4,3,7,6,8,7,6,7,4,6,6,5,4,6,6,6,4,3,6,3,5,7,5,3,2,3,3,2,7,,3,5,3,2,3,9,5,2,1974,7,4,swe,.57735026,.85749292,1.5834624,,,
3,2,SAP,1602,6,6,,0,4,,5,8,5,,3,6,4,6,6,3,4,6,2,3,8,5,7,4,5,5,7,0,0,5,5,6,1,5,3,1,1,0,0,6,3,4,6,3,5,4,8,7,2,,4,3,swe,.57735026,.85749292,1.5834624,,,
13,3,C,1603,6,5,,3,9,,1,8,4,1,,7,7,3,7,3,2,7,3,8,8,4,9,9,10,7,4,0,1,1,1,10,2,2,1,0,4,0,0,6,5,2,6,3,4,2,10,5,1,1982,6,2,swe,.55571896,1.0606601,2.0472362,,,
16,3,C,1603,5,6,4,,6,6,,10,0,0,,10,6,0,8,3,4,5,5,7,7,1,7,8,,6,3,0,0,0,2,5,2,3,3,0,,2,2,5,,,,,,3,9,,1,1975,,,swe,.55571896,1.0606601,2.0472362,,,
3,3,C,1603,6,6,,0,8,,1,7,4,,1,9,6,6,6,2,5,7,2,8,7,5,7,8,9,8,7,0,0,5,5,8,1,2,2,1,1,0,0,6,4,5,7,3,5,4,8,7,2,,4,3,swe,.55571896,1.0606601,2.0472362,,,
1,3,C,1603,6,7,3,,7,,,8,7,,,5,7,3,7,3,4,7,4,5,5,5,8,5,6,6,6,2,5,2,2,7,3,3,7,1,3,3,,7,6,5,6,5,5,2,9,6,2,1949,8,6,swe,.55571896,1.0606601,2.0472362,,,
17,3,C,1603,6,4,,5,7,,3,7,3,3,,6,6,4,7,3,3,6,3,5,4,4,7,6,6,6,4,2,1,4,4,8,,,,1,1,2,,6,,,,,,3,9,7,2,1977,6,4,swe,.55571896,1.0606601,2.0472362,,,
15,3,C,1603,6,3,,3,7,,2,6,1,,1,6,6,2,6,2,3,8,2,6,4,5,6,6,7,6,5,2,1,3,3,7,3,4,3,1,2,4,1,7,5,4,7,3,4,3,9,7,3,1956,6,3,swe,.55571896,1.0606601,2.0472362,,,
4,3,C,1603,6,6,4,,8,,3,7,2,,3,6,6,3,7,5,3,6,5,6,,6,6,5,8,8,5,1,,5,3,7,2,7,,6,4,3,2,,,3,6,3,6,2,10,5,2,1972,5,5,swe,.55571896,1.0606601,2.0472362,,,
11,3,C,1603,6,2,,5,8,,1,7,3,1,,7,7,3,8,2,1,6,1,8,3,3,8,6,10,7,6,0,3,2,2,10,1,10,2,6,4,0,0,3,7,1,6,7,5,2,10,7,2,1965,8,2,swe,.55571896,1.0606601,2.0472362,,,
10,3,C,1603,6,5,,3,9,1,,8,0,,0,9,9,0,10,2,1,10,0,8,3,3,6,8,9,10,6,0,3,1,1,2,1,4,,,,,,,,,,,,,,,2,1953,4,6,swe,.55571896,1.0606601,2.0472362,,,
8,3,C,1603,6,7,,1,9,,3,9,1,2,,8,8,0,10,2,0,9,1,8,7,2,10,10,10,10,4,0,5,4,1,10,0,0,3,.d,5,2,0,2,5,5,7,5,5,2,10,7,2,1979,8,6,swe,.55571896,1.0606601,2.0472362,,,
9,3,C,1603,7,0,0,,10,,1,10,1,,0,7,7,1,10,0,0,10,0,8,5,1,10,10,10,8,2,0,0,0,0,8,0,2,0,0,0,0,0,8,,3,7,2,6,2,10,6,2,1966,2,1,swe,.55571896,1.0606601,2.0472362,,,
14,3,C,1603,7,3,,3,9,1,,5,1,,4,6,8,3,4,3,2,4,4,7,4,4,6,8,8,9,4,2,2,4,3,6,1,4,3,2,5,4,3,6,,5,6,3,3,3,9,5,2,1974,7,4,swe,.55571896,1.0606601,2.0472362,,,
2,3,C,1603,6,3,,0,8,,,6,4,,0,10,6,0,10,0,0,10,0,5,7,6,10,10,10,6,5,0,0,1,0,6,5,4,,0,0,3,0,10,5,6,7,3,6,6,10,9,1,1962,6,1,swe,.55571896,1.0606601,2.0472362,,,
5,3,C,1603,5,3,,6,8,3,,7,2,3,,5,7,2,7,3,3,6,3,6,6,5,6,6,8,6,4,3,3,4,3,7,5,3,2,4,5,3,3,6,5,4,5,4,5,3,9,5,2,1960,3,4,swe,.55571896,1.0606601,2.0472362,,,
12,3,C,1603,7,10,,,7,,,7,0,0,,10,7,0,10,0,8,,,5,5,4,8,8,10,3,8,0,0,,0,10,,4,,.d,3,0,0,4,,,7,,,2,10,6,1,1976,7,3,swe,.55571896,1.0606601,2.0472362,,,
